manufacturer,model,serial number,manufactured_date,device_type,manufactured_date_source,manufactured_date_confidence,manufactured_date_precision,manufactured_date_explanation,device_type_source,device_type_confidence,device_type_explanation
Edan Instruments,IM50,M17602270005,2017-06-01,Patient Monitor,edan_serial_parser,high,month,Decoded trailing Edan serial core M17602270005 as year=17 and month_code=6.,openai_generated_model_type_map,high,Edan iM50 is a patient monitor.
Edan Instruments,IM50,M17602270003,2017-06-01,Patient Monitor,edan_serial_parser,high,month,Decoded trailing Edan serial core M17602270003 as year=17 and month_code=6.,openai_generated_model_type_map,high,Edan iM50 is a patient monitor.
Edan Instruments,ELITEV5,M17902120005,2017-09-01,Patient Monitor,edan_serial_parser,high,month,Decoded trailing Edan serial core M17902120005 as year=17 and month_code=9.,openai_generated_model_type_map,high,Edan Elite V5 is a bedside patient monitor series.
Edan Instruments,ELITEV5,M17902120008,2017-09-01,Patient Monitor,edan_serial_parser,high,month,Decoded trailing Edan serial core M17902120008 as year=17 and month_code=9.,openai_generated_model_type_map,high,Edan Elite V5 is a bedside patient monitor series.
Edan Instruments,ELITEV5,M17902120007,2017-09-01,Patient Monitor,edan_serial_parser,high,month,Decoded trailing Edan serial core M17902120007 as year=17 and month_code=9.,openai_generated_model_type_map,high,Edan Elite V5 is a bedside patient monitor series.
Edan Instruments,IM50,M17A03210041,2017-10-01,Patient Monitor,edan_serial_parser,high,month,Decoded trailing Edan serial core M17A03210041 as year=17 and month_code=A.,openai_generated_model_type_map,high,Edan iM50 is a patient monitor.
Welch Allyn,FILAC3000,1863046X,2018-01-01,Thermometer,welch_filac_year_parser,medium,year,Decoded FILAC 3000 serial family from the leading year token 18.,openai_generated_model_type_map,high,Welch Allyn SureTemp/Filac product lines are thermometers; FILAC 3000 is a thermometer.
GE HEALTHCARE,PATIENT DATA MODULE (PDM),SPX18510114SA,2018-01-01,Patient Monitoring Module,ge_pdm_year_parser,medium,year,Decoded GE PDM serial family using year token 18.,openai_generated_model_type_map,high,GE Patient Data Module (PDM) is a monitoring module accessory.
GE HEALTHCARE,PATIENT DATA MODULE (PDM),SPX18510041SA,2018-01-01,Patient Monitoring Module,ge_pdm_year_parser,medium,year,Decoded GE PDM serial family using year token 18.,openai_generated_model_type_map,high,GE Patient Data Module (PDM) is a monitoring module accessory.
GE HEALTHCARE,PATIENT DATA MODULE (PDM),SA318200468SA,2018-01-01,Patient Monitoring Module,ge_pdm_year_parser,medium,year,Decoded GE PDM serial family using year token 18.,openai_generated_model_type_map,high,GE Patient Data Module (PDM) is a monitoring module accessory.
GE HEALTHCARE,PATIENT DATA MODULE (PDM),SA318360435SA,2018-01-01,Patient Monitoring Module,ge_pdm_year_parser,medium,year,Decoded GE PDM serial family using year token 18.,openai_generated_model_type_map,high,GE Patient Data Module (PDM) is a monitoring module accessory.
GE HEALTHCARE,PATIENT DATA MODULE (PDM),SPX18500865SA,2018-01-01,Patient Monitoring Module,ge_pdm_year_parser,medium,year,Decoded GE PDM serial family using year token 18.,openai_generated_model_type_map,high,GE Patient Data Module (PDM) is a monitoring module accessory.
ZOLL Medical,X Series,AR18C030657,2018-03-01,Defibrillator,zoll_serial_parser,high,month,"Decoded ZOLL serial format after normalization: prefix=AR, year=18, month=C.",openai_generated_model_type_map,high,ZOLL X Series is a defibrillator/monitor platform.
Edan Instruments,IM70,M18414780039,2018-04-01,Patient Monitor,edan_serial_parser,high,month,Decoded trailing Edan serial core M18414780039 as year=18 and month_code=4.,openai_generated_model_type_map,high,Edan iM70 is a patient monitor.
Edan Instruments,IM70,M18414780018,2018-04-01,Patient Monitor,edan_serial_parser,high,month,Decoded trailing Edan serial core M18414780018 as year=18 and month_code=4.,openai_generated_model_type_map,high,Edan iM70 is a patient monitor.
Edan Instruments,IM70,M18414780026,2018-04-01,Patient Monitor,edan_serial_parser,high,month,Decoded trailing Edan serial core M18414780026 as year=18 and month_code=4.,openai_generated_model_type_map,high,Edan iM70 is a patient monitor.
Edan Instruments,IM70,M18414780044,2018-04-01,Patient Monitor,edan_serial_parser,high,month,Decoded trailing Edan serial core M18414780044 as year=18 and month_code=4.,openai_generated_model_type_map,high,Edan iM70 is a patient monitor.
Edan Instruments,IM70,M18414780027,2018-04-01,Patient Monitor,edan_serial_parser,high,month,Decoded trailing Edan serial core M18414780027 as year=18 and month_code=4.,openai_generated_model_type_map,high,Edan iM70 is a patient monitor.
Edan Instruments,IM70,M18414780031,2018-04-01,Patient Monitor,edan_serial_parser,high,month,Decoded trailing Edan serial core M18414780031 as year=18 and month_code=4.,openai_generated_model_type_map,high,Edan iM70 is a patient monitor.
Edan Instruments,IM70,M18414780047,2018-04-01,Patient Monitor,edan_serial_parser,high,month,Decoded trailing Edan serial core M18414780047 as year=18 and month_code=4.,openai_generated_model_type_map,high,Edan iM70 is a patient monitor.
Edan Instruments,IM70,M18414780019,2018-04-01,Patient Monitor,edan_serial_parser,high,month,Decoded trailing Edan serial core M18414780019 as year=18 and month_code=4.,openai_generated_model_type_map,high,Edan iM70 is a patient monitor.
ZOLL Medical,AEDPLUS,X18E025923,2018-05-01,Defibrillator,zoll_serial_parser,high,month,"Decoded ZOLL serial format after normalization: prefix=X, year=18, month=E.",openai_generated_model_type_map,high,ZOLL AED Plus is an automated external defibrillator.
Edan Instruments,SE1200EXPRESS,(21)460016-M18706470008,2018-07-01,ECG Machine,edan_serial_parser,high,month,Decoded trailing Edan serial core M18706470008 as year=18 and month_code=7.,openai_generated_model_type_map,high,Edan SE-1200 Express is an ECG machine.
Edan Instruments,IM50,M18709800015,2018-07-01,Patient Monitor,edan_serial_parser,high,month,Decoded trailing Edan serial core M18709800015 as year=18 and month_code=7.,openai_generated_model_type_map,high,Edan iM50 is a patient monitor.
ZOLL Medical,X Series,AR18G033409,2018-07-01,Defibrillator,zoll_serial_parser,high,month,"Decoded ZOLL serial format after normalization: prefix=AR, year=18, month=G.",openai_generated_model_type_map,high,ZOLL X Series is a defibrillator/monitor platform.
Edan Instruments,iT20,M18909080003,2018-09-01,Telemetry Transmitter,edan_serial_parser,high,month,Decoded trailing Edan serial core M18909080003 as year=18 and month_code=9.,openai_generated_model_type_map,high,Edan iT20 is a telemetry transmitter used within Edan's patient monitoring ecosystem.
ZOLL Medical,R Series ALS,AF18L089149,2018-12-01,Defibrillator,zoll_serial_parser,high,month,"Decoded ZOLL serial format after normalization: prefix=AF, year=18, month=L.",openai_generated_model_type_map,high,ZOLL R Series ALS is a defibrillator/monitor platform.
Edan Instruments,IM50,M19110560012,2019-01-01,Patient Monitor,edan_serial_parser,high,month,Decoded trailing Edan serial core M19110560012 as year=19 and month_code=1.,openai_generated_model_type_map,high,Edan iM50 is a patient monitor.
Edan Instruments,IM50,M19100850023,2019-01-01,Patient Monitor,edan_serial_parser,high,month,Decoded trailing Edan serial core M19100850023 as year=19 and month_code=1.,openai_generated_model_type_map,high,Edan iM50 is a patient monitor.
Edan Instruments,IM50,M19100850015,2019-01-01,Patient Monitor,edan_serial_parser,high,month,Decoded trailing Edan serial core M19100850015 as year=19 and month_code=1.,openai_generated_model_type_map,high,Edan iM50 is a patient monitor.
Edan Instruments,IM50,M19100850029,2019-01-01,Patient Monitor,edan_serial_parser,high,month,Decoded trailing Edan serial core M19100850029 as year=19 and month_code=1.,openai_generated_model_type_map,high,Edan iM50 is a patient monitor.
Edan Instruments,IM50,M19100850033,2019-01-01,Patient Monitor,edan_serial_parser,high,month,Decoded trailing Edan serial core M19100850033 as year=19 and month_code=1.,openai_generated_model_type_map,high,Edan iM50 is a patient monitor.
Edan Instruments,IM50,M19100850017,2019-01-01,Patient Monitor,edan_serial_parser,high,month,Decoded trailing Edan serial core M19100850017 as year=19 and month_code=1.,openai_generated_model_type_map,high,Edan iM50 is a patient monitor.
Edan Instruments,IM50,M19100580024,2019-01-01,Patient Monitor,edan_serial_parser,high,month,Decoded trailing Edan serial core M19100580024 as year=19 and month_code=1.,openai_generated_model_type_map,high,Edan iM50 is a patient monitor.
Edan Instruments,IM50,M19100850001,2019-01-01,Patient Monitor,edan_serial_parser,high,month,Decoded trailing Edan serial core M19100850001 as year=19 and month_code=1.,openai_generated_model_type_map,high,Edan iM50 is a patient monitor.
ZOLL Medical,RSERIES,AF19A091958,2019-01-01,Defibrillator,zoll_serial_parser,high,month,"Decoded ZOLL serial format after normalization: prefix=AF, year=19, month=A.",openai_generated_model_type_map,high,ZOLL R Series is a defibrillator/monitor platform.
ZOLL Medical,R Series ALS,AF19B092952,2019-02-01,Defibrillator,zoll_serial_parser,high,month,"Decoded ZOLL serial format after normalization: prefix=AF, year=19, month=B.",openai_generated_model_type_map,high,ZOLL R Series ALS is a defibrillator/monitor platform.
ZOLL Medical,R Series ALS,AF19B092950,2019-02-01,Defibrillator,zoll_serial_parser,high,month,"Decoded ZOLL serial format after normalization: prefix=AF, year=19, month=B.",openai_generated_model_type_map,high,ZOLL R Series ALS is a defibrillator/monitor platform.
ZOLL Medical,R Series ALS,AF19B092199,2019-02-01,Defibrillator,zoll_serial_parser,high,month,"Decoded ZOLL serial format after normalization: prefix=AF, year=19, month=B.",openai_generated_model_type_map,high,ZOLL R Series ALS is a defibrillator/monitor platform.
ZOLL Medical,R Series ALS,AF19B092935,2019-02-01,Defibrillator,zoll_serial_parser,high,month,"Decoded ZOLL serial format after normalization: prefix=AF, year=19, month=B.",openai_generated_model_type_map,high,ZOLL R Series ALS is a defibrillator/monitor platform.
ZOLL Medical,R Series ALS,AF19B092455,2019-02-01,Defibrillator,zoll_serial_parser,high,month,"Decoded ZOLL serial format after normalization: prefix=AF, year=19, month=B.",openai_generated_model_type_map,high,ZOLL R Series ALS is a defibrillator/monitor platform.
ZOLL Medical,R Series ALS,AF19B092465,2019-02-01,Defibrillator,zoll_serial_parser,high,month,"Decoded ZOLL serial format after normalization: prefix=AF, year=19, month=B.",openai_generated_model_type_map,high,ZOLL R Series ALS is a defibrillator/monitor platform.
ZOLL Medical,R Series ALS,AF19B092949,2019-02-01,Defibrillator,zoll_serial_parser,high,month,"Decoded ZOLL serial format after normalization: prefix=AF, year=19, month=B.",openai_generated_model_type_map,high,ZOLL R Series ALS is a defibrillator/monitor platform.
ZOLL Medical,R Series ALS,AF19B092928,2019-02-01,Defibrillator,zoll_serial_parser,high,month,"Decoded ZOLL serial format after normalization: prefix=AF, year=19, month=B.",openai_generated_model_type_map,high,ZOLL R Series ALS is a defibrillator/monitor platform.
ZOLL Medical,R Series ALS,AF19B092207,2019-02-01,Defibrillator,zoll_serial_parser,high,month,"Decoded ZOLL serial format after normalization: prefix=AF, year=19, month=B.",openai_generated_model_type_map,high,ZOLL R Series ALS is a defibrillator/monitor platform.
ZOLL Medical,R Series ALS,AF19B092946,2019-02-01,Defibrillator,zoll_serial_parser,high,month,"Decoded ZOLL serial format after normalization: prefix=AF, year=19, month=B.",openai_generated_model_type_map,high,ZOLL R Series ALS is a defibrillator/monitor platform.
ZOLL Medical,R Series ALS,AF19B092943,2019-02-01,Defibrillator,zoll_serial_parser,high,month,"Decoded ZOLL serial format after normalization: prefix=AF, year=19, month=B.",openai_generated_model_type_map,high,ZOLL R Series ALS is a defibrillator/monitor platform.
ZOLL Medical,R Series ALS,AF19B092936,2019-02-01,Defibrillator,zoll_serial_parser,high,month,"Decoded ZOLL serial format after normalization: prefix=AF, year=19, month=B.",openai_generated_model_type_map,high,ZOLL R Series ALS is a defibrillator/monitor platform.
ZOLL Medical,R Series ALS,AF19B092428,2019-02-01,Defibrillator,zoll_serial_parser,high,month,"Decoded ZOLL serial format after normalization: prefix=AF, year=19, month=B.",openai_generated_model_type_map,high,ZOLL R Series ALS is a defibrillator/monitor platform.
ZOLL Medical,R Series ALS,AF19B092467,2019-02-01,Defibrillator,zoll_serial_parser,high,month,"Decoded ZOLL serial format after normalization: prefix=AF, year=19, month=B.",openai_generated_model_type_map,high,ZOLL R Series ALS is a defibrillator/monitor platform.
ZOLL Medical,R Series ALS,AF19B092223,2019-02-01,Defibrillator,zoll_serial_parser,high,month,"Decoded ZOLL serial format after normalization: prefix=AF, year=19, month=B.",openai_generated_model_type_map,high,ZOLL R Series ALS is a defibrillator/monitor platform.
ZOLL Medical,R Series ALS,AF19B092456,2019-02-01,Defibrillator,zoll_serial_parser,high,month,"Decoded ZOLL serial format after normalization: prefix=AF, year=19, month=B.",openai_generated_model_type_map,high,ZOLL R Series ALS is a defibrillator/monitor platform.
ZOLL Medical,R Series ALS,AF19B092482,2019-02-01,Defibrillator,zoll_serial_parser,high,month,"Decoded ZOLL serial format after normalization: prefix=AF, year=19, month=B.",openai_generated_model_type_map,high,ZOLL R Series ALS is a defibrillator/monitor platform.
ZOLL Medical,R Series ALS,AF19B092446,2019-02-01,Defibrillator,zoll_serial_parser,high,month,"Decoded ZOLL serial format after normalization: prefix=AF, year=19, month=B.",openai_generated_model_type_map,high,ZOLL R Series ALS is a defibrillator/monitor platform.
Edan Instruments,iT20,M19413150003,2019-04-01,Telemetry Transmitter,edan_serial_parser,high,month,Decoded trailing Edan serial core M19413150003 as year=19 and month_code=4.,openai_generated_model_type_map,high,Edan iT20 is a telemetry transmitter used within Edan's patient monitoring ecosystem.
Edan Instruments,iT20,M19413130058,2019-04-01,Telemetry Transmitter,edan_serial_parser,high,month,Decoded trailing Edan serial core M19413130058 as year=19 and month_code=4.,openai_generated_model_type_map,high,Edan iT20 is a telemetry transmitter used within Edan's patient monitoring ecosystem.
Edan Instruments,iT20,M19413150044,2019-04-01,Telemetry Transmitter,edan_serial_parser,high,month,Decoded trailing Edan serial core M19413150044 as year=19 and month_code=4.,openai_generated_model_type_map,high,Edan iT20 is a telemetry transmitter used within Edan's patient monitoring ecosystem.
Edan Instruments,iT20,M19413150007,2019-04-01,Telemetry Transmitter,edan_serial_parser,high,month,Decoded trailing Edan serial core M19413150007 as year=19 and month_code=4.,openai_generated_model_type_map,high,Edan iT20 is a telemetry transmitter used within Edan's patient monitoring ecosystem.
Edan Instruments,iT20,M19413130016,2019-04-01,Telemetry Transmitter,edan_serial_parser,high,month,Decoded trailing Edan serial core M19413130016 as year=19 and month_code=4.,openai_generated_model_type_map,high,Edan iT20 is a telemetry transmitter used within Edan's patient monitoring ecosystem.
Edan Instruments,iT20,M19413130058,2019-04-01,Telemetry Transmitter,edan_serial_parser,high,month,Decoded trailing Edan serial core M19413130058 as year=19 and month_code=4.,openai_generated_model_type_map,high,Edan iT20 is a telemetry transmitter used within Edan's patient monitoring ecosystem.
Edan Instruments,iT20,M19413130060,2019-04-01,Telemetry Transmitter,edan_serial_parser,high,month,Decoded trailing Edan serial core M19413130060 as year=19 and month_code=4.,openai_generated_model_type_map,high,Edan iT20 is a telemetry transmitter used within Edan's patient monitoring ecosystem.
Edan Instruments,iT20,M19413130011,2019-04-01,Telemetry Transmitter,edan_serial_parser,high,month,Decoded trailing Edan serial core M19413130011 as year=19 and month_code=4.,openai_generated_model_type_map,high,Edan iT20 is a telemetry transmitter used within Edan's patient monitoring ecosystem.
Edan Instruments,iT20,M19413130027,2019-04-01,Telemetry Transmitter,edan_serial_parser,high,month,Decoded trailing Edan serial core M19413130027 as year=19 and month_code=4.,openai_generated_model_type_map,high,Edan iT20 is a telemetry transmitter used within Edan's patient monitoring ecosystem.
Edan Instruments,iT20,M19413130015,2019-04-01,Telemetry Transmitter,edan_serial_parser,high,month,Decoded trailing Edan serial core M19413130015 as year=19 and month_code=4.,openai_generated_model_type_map,high,Edan iT20 is a telemetry transmitter used within Edan's patient monitoring ecosystem.
Edan Instruments,iT20,M19413130013,2019-04-01,Telemetry Transmitter,edan_serial_parser,high,month,Decoded trailing Edan serial core M19413130013 as year=19 and month_code=4.,openai_generated_model_type_map,high,Edan iT20 is a telemetry transmitter used within Edan's patient monitoring ecosystem.
Edan Instruments,iT20,M19413130052,2019-04-01,Telemetry Transmitter,edan_serial_parser,high,month,Decoded trailing Edan serial core M19413130052 as year=19 and month_code=4.,openai_generated_model_type_map,high,Edan iT20 is a telemetry transmitter used within Edan's patient monitoring ecosystem.
ZOLL Medical,R Series ALS,AF19D096889,2019-04-01,Defibrillator,zoll_serial_parser,high,month,"Decoded ZOLL serial format after normalization: prefix=AF, year=19, month=D.",openai_generated_model_type_map,high,ZOLL R Series ALS is a defibrillator/monitor platform.
Edan Instruments,ELITEV5,M19507110013,2019-05-01,Patient Monitor,edan_serial_parser,high,month,Decoded trailing Edan serial core M19507110013 as year=19 and month_code=5.,openai_generated_model_type_map,high,Edan Elite V5 is a bedside patient monitor series.
Edan Instruments,ELITEV5,M19507110011,2019-05-01,Patient Monitor,edan_serial_parser,high,month,Decoded trailing Edan serial core M19507110011 as year=19 and month_code=5.,openai_generated_model_type_map,high,Edan Elite V5 is a bedside patient monitor series.
ZOLL Medical,R Series ALS,AF19E096912,2019-05-01,Defibrillator,zoll_serial_parser,high,month,"Decoded ZOLL serial format after normalization: prefix=AF, year=19, month=E.",openai_generated_model_type_map,high,ZOLL R Series ALS is a defibrillator/monitor platform.
ZOLL Medical,R Series ALS,AF19F099133,2019-06-01,Defibrillator,zoll_serial_parser,high,month,"Decoded ZOLL serial format after normalization: prefix=AF, year=19, month=F.",openai_generated_model_type_map,high,ZOLL R Series ALS is a defibrillator/monitor platform.
ZOLL Medical,R Series ALS,AF19F099132,2019-06-01,Defibrillator,zoll_serial_parser,high,month,"Decoded ZOLL serial format after normalization: prefix=AF, year=19, month=F.",openai_generated_model_type_map,high,ZOLL R Series ALS is a defibrillator/monitor platform.
ZOLL Medical,R Series ALS,AF19F099189,2019-06-01,Defibrillator,zoll_serial_parser,high,month,"Decoded ZOLL serial format after normalization: prefix=AF, year=19, month=F.",openai_generated_model_type_map,high,ZOLL R Series ALS is a defibrillator/monitor platform.
ZOLL Medical,R Series ALS,AF19F099267,2019-06-01,Defibrillator,zoll_serial_parser,high,month,"Decoded ZOLL serial format after normalization: prefix=AF, year=19, month=F.",openai_generated_model_type_map,high,ZOLL R Series ALS is a defibrillator/monitor platform.
ZOLL Medical,R Series ALS,AF19F099254,2019-06-01,Defibrillator,zoll_serial_parser,high,month,"Decoded ZOLL serial format after normalization: prefix=AF, year=19, month=F.",openai_generated_model_type_map,high,ZOLL R Series ALS is a defibrillator/monitor platform.
ZOLL Medical,R Series ALS,AF19F099305,2019-06-01,Defibrillator,zoll_serial_parser,high,month,"Decoded ZOLL serial format after normalization: prefix=AF, year=19, month=F.",openai_generated_model_type_map,high,ZOLL R Series ALS is a defibrillator/monitor platform.
ZOLL Medical,R Series ALS,AF19F099263,2019-06-01,Defibrillator,zoll_serial_parser,high,month,"Decoded ZOLL serial format after normalization: prefix=AF, year=19, month=F.",openai_generated_model_type_map,high,ZOLL R Series ALS is a defibrillator/monitor platform.
ZOLL Medical,R Series ALS,AF19F099134,2019-06-01,Defibrillator,zoll_serial_parser,high,month,"Decoded ZOLL serial format after normalization: prefix=AF, year=19, month=F.",openai_generated_model_type_map,high,ZOLL R Series ALS is a defibrillator/monitor platform.
ZOLL Medical,R Series ALS,AF19F099298,2019-06-01,Defibrillator,zoll_serial_parser,high,month,"Decoded ZOLL serial format after normalization: prefix=AF, year=19, month=F.",openai_generated_model_type_map,high,ZOLL R Series ALS is a defibrillator/monitor platform.
Edan Instruments,ELITEV5,M19701080008,2019-07-01,Patient Monitor,edan_serial_parser,high,month,Decoded trailing Edan serial core M19701080008 as year=19 and month_code=7.,openai_generated_model_type_map,high,Edan Elite V5 is a bedside patient monitor series.
Edan Instruments,ELITEV5,M19701080003,2019-07-01,Patient Monitor,edan_serial_parser,high,month,Decoded trailing Edan serial core M19701080003 as year=19 and month_code=7.,openai_generated_model_type_map,high,Edan Elite V5 is a bedside patient monitor series.
Edan Instruments,ELITEV5,M19701080007,2019-07-01,Patient Monitor,edan_serial_parser,high,month,Decoded trailing Edan serial core M19701080007 as year=19 and month_code=7.,openai_generated_model_type_map,high,Edan Elite V5 is a bedside patient monitor series.
Edan Instruments,ELITEV5,M19701080019,2019-07-01,Patient Monitor,edan_serial_parser,high,month,Decoded trailing Edan serial core M19701080019 as year=19 and month_code=7.,openai_generated_model_type_map,high,Edan Elite V5 is a bedside patient monitor series.
Edan Instruments,ELITEV5,M19702060009,2019-07-01,Patient Monitor,edan_serial_parser,high,month,Decoded trailing Edan serial core M19702060009 as year=19 and month_code=7.,openai_generated_model_type_map,high,Edan Elite V5 is a bedside patient monitor series.
Edan Instruments,iT20,M19706920013,2019-07-01,Telemetry Transmitter,edan_serial_parser,high,month,Decoded trailing Edan serial core M19706920013 as year=19 and month_code=7.,openai_generated_model_type_map,high,Edan iT20 is a telemetry transmitter used within Edan's patient monitoring ecosystem.
ZOLL Medical,AEDPLUS,(21) X19G176549,2019-07-01,Defibrillator,zoll_serial_parser,high,month,"Decoded ZOLL serial format after normalization: prefix=X, year=19, month=G.",openai_generated_model_type_map,high,ZOLL AED Plus is an automated external defibrillator.
Edan Instruments,F9EXPRESS,M19804740024,2019-08-01,Fetal Monitor,edan_serial_parser,high,month,Decoded trailing Edan serial core M19804740024 as year=19 and month_code=8.,openai_generated_model_type_map,high,Edan F9 Express is a fetal monitor.
Edan Instruments,F9EXPRESS,M19804740020,2019-08-01,Fetal Monitor,edan_serial_parser,high,month,Decoded trailing Edan serial core M19804740020 as year=19 and month_code=8.,openai_generated_model_type_map,high,Edan F9 Express is a fetal monitor.
Edan Instruments,F9EXPRESS,M19804740011,2019-08-01,Fetal Monitor,edan_serial_parser,high,month,Decoded trailing Edan serial core M19804740011 as year=19 and month_code=8.,openai_generated_model_type_map,high,Edan F9 Express is a fetal monitor.
Edan Instruments,F9EXPRESS,M19804740025,2019-08-01,Fetal Monitor,edan_serial_parser,high,month,Decoded trailing Edan serial core M19804740025 as year=19 and month_code=8.,openai_generated_model_type_map,high,Edan F9 Express is a fetal monitor.
Edan Instruments,F9EXPRESS,M19804740005,2019-08-01,Fetal Monitor,edan_serial_parser,high,month,Decoded trailing Edan serial core M19804740005 as year=19 and month_code=8.,openai_generated_model_type_map,high,Edan F9 Express is a fetal monitor.
Edan Instruments,F9EXPRESS,M19804740015,2019-08-01,Fetal Monitor,edan_serial_parser,high,month,Decoded trailing Edan serial core M19804740015 as year=19 and month_code=8.,openai_generated_model_type_map,high,Edan F9 Express is a fetal monitor.
Edan Instruments,F9EXPRESS,M19804740016,2019-08-01,Fetal Monitor,edan_serial_parser,high,month,Decoded trailing Edan serial core M19804740016 as year=19 and month_code=8.,openai_generated_model_type_map,high,Edan F9 Express is a fetal monitor.
Edan Instruments,F9EXPRESS,M1980570002,2019-08-01,Fetal Monitor,edan_serial_parser,high,month,Decoded trailing Edan serial core M1980570002 as year=19 and month_code=8.,openai_generated_model_type_map,high,Edan F9 Express is a fetal monitor.
Edan Instruments,F9EXPRESS,M19804740001,2019-08-01,Fetal Monitor,edan_serial_parser,high,month,Decoded trailing Edan serial core M19804740001 as year=19 and month_code=8.,openai_generated_model_type_map,high,Edan F9 Express is a fetal monitor.
Edan Instruments,F9EXPRESS,M19804740013,2019-08-01,Fetal Monitor,edan_serial_parser,high,month,Decoded trailing Edan serial core M19804740013 as year=19 and month_code=8.,openai_generated_model_type_map,high,Edan F9 Express is a fetal monitor.
Edan Instruments,F9EXPRESS,M19804740022,2019-08-01,Fetal Monitor,edan_serial_parser,high,month,Decoded trailing Edan serial core M19804740022 as year=19 and month_code=8.,openai_generated_model_type_map,high,Edan F9 Express is a fetal monitor.
Edan Instruments,ELITEV5,M19805320027,2019-08-01,Patient Monitor,edan_serial_parser,high,month,Decoded trailing Edan serial core M19805320027 as year=19 and month_code=8.,openai_generated_model_type_map,high,Edan Elite V5 is a bedside patient monitor series.
Edan Instruments,ELITEV5,M19805320022,2019-08-01,Patient Monitor,edan_serial_parser,high,month,Decoded trailing Edan serial core M19805320022 as year=19 and month_code=8.,openai_generated_model_type_map,high,Edan Elite V5 is a bedside patient monitor series.
Edan Instruments,ELITEV5,M19805320040,2019-08-01,Patient Monitor,edan_serial_parser,high,month,Decoded trailing Edan serial core M19805320040 as year=19 and month_code=8.,openai_generated_model_type_map,high,Edan Elite V5 is a bedside patient monitor series.
Edan Instruments,ELITEV5,M19805320023,2019-08-01,Patient Monitor,edan_serial_parser,high,month,Decoded trailing Edan serial core M19805320023 as year=19 and month_code=8.,openai_generated_model_type_map,high,Edan Elite V5 is a bedside patient monitor series.
Edan Instruments,ELITEV5,M19805320016,2019-08-01,Patient Monitor,edan_serial_parser,high,month,Decoded trailing Edan serial core M19805320016 as year=19 and month_code=8.,openai_generated_model_type_map,high,Edan Elite V5 is a bedside patient monitor series.
Edan Instruments,ELITEV5,M19805320048,2019-08-01,Patient Monitor,edan_serial_parser,high,month,Decoded trailing Edan serial core M19805320048 as year=19 and month_code=8.,openai_generated_model_type_map,high,Edan Elite V5 is a bedside patient monitor series.
Edan Instruments,ELITEV5,M19805320020,2019-08-01,Patient Monitor,edan_serial_parser,high,month,Decoded trailing Edan serial core M19805320020 as year=19 and month_code=8.,openai_generated_model_type_map,high,Edan Elite V5 is a bedside patient monitor series.
Edan Instruments,ELITEV5,M19805320038,2019-08-01,Patient Monitor,edan_serial_parser,high,month,Decoded trailing Edan serial core M19805320038 as year=19 and month_code=8.,openai_generated_model_type_map,high,Edan Elite V5 is a bedside patient monitor series.
Edan Instruments,ELITEV5,M19805320045,2019-08-01,Patient Monitor,edan_serial_parser,high,month,Decoded trailing Edan serial core M19805320045 as year=19 and month_code=8.,openai_generated_model_type_map,high,Edan Elite V5 is a bedside patient monitor series.
Edan Instruments,ELITEV5,M19805320009,2019-08-01,Patient Monitor,edan_serial_parser,high,month,Decoded trailing Edan serial core M19805320009 as year=19 and month_code=8.,openai_generated_model_type_map,high,Edan Elite V5 is a bedside patient monitor series.
Edan Instruments,ELITEV5,M19805320026,2019-08-01,Patient Monitor,edan_serial_parser,high,month,Decoded trailing Edan serial core M19805320026 as year=19 and month_code=8.,openai_generated_model_type_map,high,Edan Elite V5 is a bedside patient monitor series.
Edan Instruments,IM70,M19805530018,2019-08-01,Patient Monitor,edan_serial_parser,high,month,Decoded trailing Edan serial core M19805530018 as year=19 and month_code=8.,openai_generated_model_type_map,high,Edan iM70 is a patient monitor.
Edan Instruments,IM70,M19805530004,2019-08-01,Patient Monitor,edan_serial_parser,high,month,Decoded trailing Edan serial core M19805530004 as year=19 and month_code=8.,openai_generated_model_type_map,high,Edan iM70 is a patient monitor.
Edan Instruments,IM70,M19805530017,2019-08-01,Patient Monitor,edan_serial_parser,high,month,Decoded trailing Edan serial core M19805530017 as year=19 and month_code=8.,openai_generated_model_type_map,high,Edan iM70 is a patient monitor.
Edan Instruments,IM70,M19805530014,2019-08-01,Patient Monitor,edan_serial_parser,high,month,Decoded trailing Edan serial core M19805530014 as year=19 and month_code=8.,openai_generated_model_type_map,high,Edan iM70 is a patient monitor.
Edan Instruments,IM70,M19805530019,2019-08-01,Patient Monitor,edan_serial_parser,high,month,Decoded trailing Edan serial core M19805530019 as year=19 and month_code=8.,openai_generated_model_type_map,high,Edan iM70 is a patient monitor.
Edan Instruments,IM70,M19805530008,2019-08-01,Patient Monitor,edan_serial_parser,high,month,Decoded trailing Edan serial core M19805530008 as year=19 and month_code=8.,openai_generated_model_type_map,high,Edan iM70 is a patient monitor.
Edan Instruments,IM70,M19805530010,2019-08-01,Patient Monitor,edan_serial_parser,high,month,Decoded trailing Edan serial core M19805530010 as year=19 and month_code=8.,openai_generated_model_type_map,high,Edan iM70 is a patient monitor.
Edan Instruments,IM70,M19805530016,2019-08-01,Patient Monitor,edan_serial_parser,high,month,Decoded trailing Edan serial core M19805530016 as year=19 and month_code=8.,openai_generated_model_type_map,high,Edan iM70 is a patient monitor.
